"_path","_id","sessionId","type","timestamp","clientTimestamp","timeElapsedSeconds","readableTime","semesterTime","taskId","from","to","isAutoAdvance","completed","leftForTask","timeSpentSeconds","attempts","accuracy","userAnswer","correctAnswer","points","pointsEarned","categoryPoints","studentLearningScore","engagementInterest","completionContext","totalTimeSeconds","0","1","2","3","4","5","taskType","reason","studentId","section","6","7","currentMode","semester","hasCheckpoint","action","response","currentTask","totalSwitches","completedTasks","completedLevels","completionReason","gameMode","currentSemester","totalBonus","finalScore","finalContext","practiceCompleted","totalSemesters","isAdminMode","choice"
"events/7AEnsb28zeHPF3J15VWO","7AEnsb28zeHPF3J15VWO","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:46:23.530Z",1756478783530,353.7,"5:53","{""elapsedSeconds"":353.7,""readable"":""5:53"",""minutes"":5,""seconds"":53}","g2t5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7Bi1x2clCWsYnDdUUj3P","7Bi1x2clCWsYnDdUUj3P","3JNmRl43SrpAGSlPV49M","manual_tab_switch","2025-08-29T14:45:36.658Z",1756478736658,306.8,"5:06","{""elapsedSeconds"":306.8,""readable"":""5:06"",""minutes"":5,""seconds"":6}",,"g1t18","g3t12",,,,,,,,,,,,,,,,,,,,,,,"user_clicked",,,,,,,,,,,,,,,,,,,,,,,
"events/7E52zLTGVzUInzZaC2yg","7E52zLTGVzUInzZaC2yg","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:47:42.915Z",1756478862915,433.1,"7:13","{""elapsedSeconds"":433.1,""readable"":""7:13"",""minutes"":7,""seconds"":13}","g2t21",,,,false,"g2t22","4.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7EsfaYLk9Auml6e88uUD","7EsfaYLk9Auml6e88uUD","3JNmRl43SrpAGSlPV49M","ai_task_help","2025-08-29T14:55:41.727Z",1756479341727,911.9,"15:11","{""elapsedSeconds"":911.9,""readable"":""15:11"",""minutes"":15,""seconds"":11}",,,,,,,,,,,,,,,,,,,"s","l","i","d","e","r","g2t10",,,,,,,,,,,,,,,,,,,,,,,,
"events/7KMHKJHtYTTJfO4Xx9S0","7KMHKJHtYTTJfO4Xx9S0","3JNmRl43SrpAGSlPV49M","task_attempt","2025-08-29T14:42:13.325Z",1756478533325,103.5,"1:43","{""elapsedSeconds"":103.5,""readable"":""1:43"",""minutes"":1,""seconds"":43}","g2t1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7KONJX4pR4lKwgyKHcgW","7KONJX4pR4lKwgyKHcgW","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:56:47.830Z",1756479407830,978,"16:17","{""elapsedSeconds"":978,""readable"":""16:17"",""minutes"":16,""seconds"":17}","g1t4",,,,false,"g3t7","2.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7UuzNJIXVygtGWZllqQe","7UuzNJIXVygtGWZllqQe","3JNmRl43SrpAGSlPV49M","task_attempt","2025-08-29T14:58:34.510Z",1756479514510,1084.7,"18:04","{""elapsedSeconds"":1084.7,""readable"":""18:04"",""minutes"":18,""seconds"":4}","g3t17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7XVn6dlYIsI8ZW40lerj","7XVn6dlYIsI8ZW40lerj","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:56:19.297Z",1756479379297,949.4,"15:49","{""elapsedSeconds"":949.4,""readable"":""15:49"",""minutes"":15,""seconds"":49}","g2t10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7YGMTEszVOdOoYxK9hFs","7YGMTEszVOdOoYxK9hFs","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:51:21.777Z",1756479081777,651.9,"10:51","{""elapsedSeconds"":651.9,""readable"":""10:51"",""minutes"":10,""seconds"":51}",,"g3t41","g3t42",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7eCB8KfIr920eKa1VNoo","7eCB8KfIr920eKa1VNoo","3JNmRl43SrpAGSlPV49M","ai_task_help","2025-08-29T14:50:41.091Z",1756479041091,611.2,"10:11","{""elapsedSeconds"":611.2,""readable"":""10:11"",""minutes"":10,""seconds"":11}",,,,,,,,,,,,,,,,,,,"t","y","p","i","n","g","g3t36",,,,,,,,,,,,,,,,,,,,,,,,
"events/7kICMwmPJgRx5PQPbv3n","7kICMwmPJgRx5PQPbv3n","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:53:49.692Z",1756479229692,799.8,"13:19","{""elapsedSeconds"":799.8,""readable"":""13:19"",""minutes"":13,""seconds"":19}","g1t28",,,,,,,1,70,32,31,1,1,"{""materials"":93,""research"":34,""engagement"":92,""bonus"":0}",3115.6074750000007,2548.3074750000005,"{""totalTasksCompleted"":128,""currentGameTime"":708,""switchesBeforeCompletion"":30,""bonusPromptsEarned"":128,""timeRemaining"":12}","41.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7kWnA6zoZD1c1KvXrehC","7kWnA6zoZD1c1KvXrehC","3JNmRl43SrpAGSlPV49M","task_attempt","2025-08-29T14:59:50.997Z",1756479590997,1161.1,"19:21","{""elapsedSeconds"":1161.1,""readable"":""19:21"",""minutes"":19,""seconds"":21}","g3t19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7mLCbZYjIalzXAtvpYgs","7mLCbZYjIalzXAtvpYgs","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:55:57.445Z",1756479357445,927.6,"15:27","{""elapsedSeconds"":927.6,""readable"":""15:27"",""minutes"":15,""seconds"":27}","g3t5",,,,false,"g3t6","5.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7qT5neFQuG9kSimntiEn","7qT5neFQuG9kSimntiEn","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:57:07.158Z",1756479427158,997.3,"16:37","{""elapsedSeconds"":997.3,""readable"":""16:37"",""minutes"":16,""seconds"":37}",,"g3t10","g3t11",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7ysEVFvyUZk1LGJJCQ5e","7ysEVFvyUZk1LGJJCQ5e","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:51:27.326Z",1756479087326,657.5,"10:57","{""elapsedSeconds"":657.5,""readable"":""10:57"",""minutes"":10,""seconds"":57}",,"g3t42","g3t43",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/7zUrJ22Z8r7bTiSSowJT","7zUrJ22Z8r7bTiSSowJT","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:59:33.660Z",1756479573660,1143.8,"19:03","{""elapsedSeconds"":1143.8,""readable"":""19:03"",""minutes"":19,""seconds"":3}","g3t19",,,,false,"g2t25","1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/82PyNaBjF1hC5gC1n6TH","82PyNaBjF1hC5gC1n6TH","3JNmRl43SrpAGSlPV49M","task_attempt","2025-08-29T14:52:08.908Z",1756479128908,699.1,"11:39","{""elapsedSeconds"":699.1,""readable"":""11:39"",""minutes"":11,""seconds"":39}","g2t44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/86HsX9OmrtjC3cxT9QJx","86HsX9OmrtjC3cxT9QJx","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:46:10.976Z",1756478770976,341.1,"5:41","{""elapsedSeconds"":341.1,""readable"":""5:41"",""minutes"":5,""seconds"":41}",,"g3t19","g2t3",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/8B8mvljWAROCE8bnkf1C","8B8mvljWAROCE8bnkf1C","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:54:47.396Z",1756479287396,857.5,"14:17","{""elapsedSeconds"":857.5,""readable"":""14:17"",""minutes"":14,""seconds"":17}","g1t1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/8CSyZCUMSikpiufEbLKc","8CSyZCUMSikpiufEbLKc","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:53:16.072Z",1756479196072,766.2,"12:46","{""elapsedSeconds"":766.2,""readable"":""12:46"",""minutes"":12,""seconds"":46}","g1t20",,,,,,,1,100,13,13,2,2,"{""materials"":93,""research"":25,""engagement"":92,""bonus"":0}",2400.335175000001,1958.5851750000008,"{""totalTasksCompleted"":120,""currentGameTime"":675,""switchesBeforeCompletion"":30,""bonusPromptsEarned"":120,""timeRemaining"":45}","8.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/8IWlWFLCQgHUsihQ0j7t","8IWlWFLCQgHUsihQ0j7t","3JNmRl43SrpAGSlPV49M","manual_tab_switch","2025-08-29T15:00:07.335Z",1756479607335,1177.5,"19:37","{""elapsedSeconds"":1177.5,""readable"":""19:37"",""minutes"":19,""seconds"":37}",,"g2t28","g3t20",,,,,,,,,,,,,,,,,,,,,,,"user_clicked",,,,,,,,,,,,,,,,,,,,,,,
"events/8MiUZzN8sa6us0OWWcpj","8MiUZzN8sa6us0OWWcpj","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:46:42.581Z",1756478802581,372.7,"6:12","{""elapsedSeconds"":372.7,""readable"":""6:12"",""minutes"":6,""seconds"":12}","g2t8",,,,,,,1,100,1,1,2,2,"{""materials"":14,""research"":21,""engagement"":34,""bonus"":0}",78.6029,20.502900000000004,"{""totalTasksCompleted"":43,""currentGameTime"":281,""switchesBeforeCompletion"":16,""bonusPromptsEarned"":43,""timeRemaining"":439}","30.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/8Qb9Hz0z0zCkkbhSx7fB","8Qb9Hz0z0zCkkbhSx7fB","3JNmRl43SrpAGSlPV49M","ai_task_help","2025-08-29T14:53:14.273Z",1756479194273,764.4,"12:44","{""elapsedSeconds"":764.4,""readable"":""12:44"",""minutes"":12,""seconds"":44}",,,,,,,,,,,,,,,,,,,"c","o","u","n","t","i","g1t20",,,,"n","g",,,,,,,,,,,,,,,,,,,
"events/8VcWYL5GcNUiCwGtuzXV","8VcWYL5GcNUiCwGtuzXV","3JNmRl43SrpAGSlPV49M","manual_tab_switch","2025-08-29T14:50:06.949Z",1756479006949,577.1,"9:37","{""elapsedSeconds"":577.1,""readable"":""9:37"",""minutes"":9,""seconds"":37}",,"g2t37","g3t32",,,,,,,,,,,,,,,,,,,,,,,"user_clicked",,,,,,,,,,,,,,,,,,,,,,,
"events/8caJXjG16gV3IaIpglsP","8caJXjG16gV3IaIpglsP","3JNmRl43SrpAGSlPV49M","task_attempt","2025-08-29T14:47:46.132Z",1756478866132,436.3,"7:16","{""elapsedSeconds"":436.3,""readable"":""7:16"",""minutes"":7,""seconds"":16}","g2t22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/8dbXC7B2zFNVjdtltQxx","8dbXC7B2zFNVjdtltQxx","3JNmRl43SrpAGSlPV49M","ai_help_response","2025-08-29T14:45:39.242Z",1756478739242,309.4,"5:09","{""elapsedSeconds"":309.4,""readable"":""5:09"",""minutes"":5,""seconds"":9}","g3t12",,,,,,,,,,,,,,,,,,"t","y","p","i","n","g",,,,,,,,,,,,,,,,,,,,,,,,,
"events/8ezQ4jXJSQupQ1bktZdp","8ezQ4jXJSQupQ1bktZdp","3JNmRl43SrpAGSlPV49M","manual_tab_switch","2025-08-29T14:55:51.935Z",1756479351935,922.1,"15:22","{""elapsedSeconds"":922.1,""readable"":""15:22"",""minutes"":15,""seconds"":22}",,"g3t5","g3t5",,,,,,,,,,,,,,,,,,,,,,,"user_clicked",,,,,,,,,,,,,,,,,,,,,,,
"events/8g17SoW0YkWrTkK4bOpK","8g17SoW0YkWrTkK4bOpK","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:55:57.359Z",1756479357359,927.5,"15:27","{""elapsedSeconds"":927.5,""readable"":""15:27"",""minutes"":15,""seconds"":27}",,"g3t5","g3t6",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/8g1WTnBrDw86GPaBO4VT","8g1WTnBrDw86GPaBO4VT","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:50:26.458Z",1756479026458,596.6,"9:56","{""elapsedSeconds"":596.6,""readable"":""9:56"",""minutes"":9,""seconds"":56}",,"g3t35","g3t36",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/8jeidLdAwwXY1UYVhyKe","8jeidLdAwwXY1UYVhyKe","3JNmRl43SrpAGSlPV49M","ai_help_response","2025-08-29T14:49:28.492Z",1756478968492,538.6,"8:58","{""elapsedSeconds"":538.6,""readable"":""8:58"",""minutes"":8,""seconds"":58}","g2t29",,,,,,,,,,,,,,,,,,"s","l","i","d","e","r",,,,,,,,,,,,,,,,,,,,,,,,,
"events/8l5aejTRSYU7VRM0diLm","8l5aejTRSYU7VRM0diLm","3JNmRl43SrpAGSlPV49M","task_attempt","2025-08-29T14:59:06.286Z",1756479546286,1116.4,"18:36","{""elapsedSeconds"":1116.4,""readable"":""18:36"",""minutes"":18,""seconds"":36}","g2t21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/8mKOxLj6Q2z23IcOGDmo","8mKOxLj6Q2z23IcOGDmo","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:46:34.476Z",1756478794476,364.6,"6:04","{""elapsedSeconds"":364.6,""readable"":""6:04"",""minutes"":6,""seconds"":4}","g2t7",,,,false,"g2t8","3.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/8paEzwW4RLskBKinGbIF","8paEzwW4RLskBKinGbIF","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:50:23.369Z",1756479023368,593.5,"9:53","{""elapsedSeconds"":593.5,""readable"":""9:53"",""minutes"":9,""seconds"":53}","g3t34",,,,false,"g3t35","4.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/8uo45Uf1lyCwoviC2Mpa","8uo45Uf1lyCwoviC2Mpa","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:59:22.613Z",1756479562613,1132.8,"18:52","{""elapsedSeconds"":1132.8,""readable"":""18:52"",""minutes"":18,""seconds"":52}","g2t24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/8yAiwT0lUXHpa5E5e7Ok","8yAiwT0lUXHpa5E5e7Ok","3JNmRl43SrpAGSlPV49M","ai_task_help","2025-08-29T14:43:54.068Z",1756478634068,204.2,"3:24","{""elapsedSeconds"":204.2,""readable"":""3:24"",""minutes"":3,""seconds"":24}",,,,,,,,,,,,,,,,,,,"c","o","u","n","t","i","g1t7",,,,"n","g",,,,,,,,,,,,,,,,,,,
"events/91A3BUyI47AUfE8y7fbi","91A3BUyI47AUfE8y7fbi","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:59:16.277Z",1756479556277,1126.4,"18:46","{""elapsedSeconds"":1126.4,""readable"":""18:46"",""minutes"":18,""seconds"":46}","g2t23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/96VFkm8Vd5zdmFoA8sto","96VFkm8Vd5zdmFoA8sto","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:55:12.301Z",1756479312301,882.5,"14:42","{""elapsedSeconds"":882.5,""readable"":""14:42"",""minutes"":14,""seconds"":42}",,"g1t2","g2t6",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/96jna7NW6XlfHMx7HywT","96jna7NW6XlfHMx7HywT","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:43:02.847Z",1756478582847,153,"2:32","{""elapsedSeconds"":153,""readable"":""2:32"",""minutes"":2,""seconds"":32}","g3t2",,,,false,"g3t3","7.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/97yfRxtQ0ysh2Sybs6Pc","97yfRxtQ0ysh2Sybs6Pc","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:44:28.878Z",1756478668878,239,"3:59","{""elapsedSeconds"":239,""readable"":""3:59"",""minutes"":3,""seconds"":59}","g1t11",,,,false,"g1t12","2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/99BJYe2W0X5NFINa7sLQ","99BJYe2W0X5NFINa7sLQ","3JNmRl43SrpAGSlPV49M","manual_tab_switch","2025-08-29T14:43:34.577Z",1756478614577,184.7,"3:04","{""elapsedSeconds"":184.7,""readable"":""3:04"",""minutes"":3,""seconds"":4}",,"g1t7","g3t4",,,,,,,,,,,,,,,,,,,,,,,"user_clicked",,,,,,,,,,,,,,,,,,,,,,,
"events/99EZPHfLtkyD99rh3jro","99EZPHfLtkyD99rh3jro","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:52:05.990Z",1756479125990,696.1,"11:36","{""elapsedSeconds"":696.1,""readable"":""11:36"",""minutes"":11,""seconds"":36}","g2t43",,,,,,,1,100,9.7,9.7,2,2,"{""materials"":80,""research"":21,""engagement"":85,""bonus"":0}",1642.0241000000005,1310.0241000000005,"{""totalTasksCompleted"":107,""currentGameTime"":605,""switchesBeforeCompletion"":26,""bonusPromptsEarned"":107,""timeRemaining"":115}","12.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9LIv8mwWWllByI0xEvLD","9LIv8mwWWllByI0xEvLD","3JNmRl43SrpAGSlPV49M","ai_task_help","2025-08-29T14:55:13.215Z",1756479313215,883.4,"14:43","{""elapsedSeconds"":883.4,""readable"":""14:43"",""minutes"":14,""seconds"":43}",,,,,,,,,,,,,,,,,,,"s","l","i","d","e","r","g2t6",,,,,,,,,,,,,,,,,,,,,,,,
"events/9MJZhIHzsGf7qos7tRT7","9MJZhIHzsGf7qos7tRT7","3JNmRl43SrpAGSlPV49M","ai_task_help","2025-08-29T14:42:27.350Z",1756478547350,117.5,"1:57","{""elapsedSeconds"":117.5,""readable"":""1:57"",""minutes"":1,""seconds"":57}",,,,,,,,,,,,,,,,,,,"c","o","u","n","t","i","g1t2",,,,"n","g",,,,,,,,,,,,,,,,,,,
"events/9NHQ0jT15XZWuvnCugVc","9NHQ0jT15XZWuvnCugVc","3JNmRl43SrpAGSlPV49M","task_attempt","2025-08-29T14:54:15.106Z",1756479255106,825.3,"13:45","{""elapsedSeconds"":825.3,""readable"":""13:45"",""minutes"":13,""seconds"":45}","g2t2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9Od89Tgf6SsseUFkMErj","9Od89Tgf6SsseUFkMErj","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:43:39.469Z",1756478619469,189.6,"3:09","{""elapsedSeconds"":189.6,""readable"":""3:09"",""minutes"":3,""seconds"":9}",,"g3t4","g3t5",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9PTALOjZPm95JQ8F66SK","9PTALOjZPm95JQ8F66SK","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:43:39.278Z",1756478619278,189.4,"3:09","{""elapsedSeconds"":189.4,""readable"":""3:09"",""minutes"":3,""seconds"":9}","g3t4",,,,,,,1,100,"easy mode","easy mode",2,2,"{""materials"":2,""research"":9,""engagement"":8,""bonus"":0}",4.943899999999999,0.2439,"{""totalTasksCompleted"":11,""currentGameTime"":98,""switchesBeforeCompletion"":6,""bonusPromptsEarned"":11,""timeRemaining"":622}","3.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9XyBdMuejrikPYuFMWHC","9XyBdMuejrikPYuFMWHC","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:59:22.962Z",1756479562962,1133.1,"18:53","{""elapsedSeconds"":1133.1,""readable"":""18:53"",""minutes"":18,""seconds"":53}",,"g2t24","g2t25",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9ZN3WvK6H4eN5K2PHagT","9ZN3WvK6H4eN5K2PHagT","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:58:27.858Z",1756479507858,1078,"17:58","{""elapsedSeconds"":1078,""readable"":""17:58"",""minutes"":17,""seconds"":58}","g2t20",,,,false,"g3t17","0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9ajuzq9mdxQFNy3m4Qof","9ajuzq9mdxQFNy3m4Qof","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:48:42.185Z",1756478922185,492.3,"8:12","{""elapsedSeconds"":492.3,""readable"":""8:12"",""minutes"":8,""seconds"":12}","g3t26",,,,false,"g3t27","6.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9bQAdJyfJ3kqSr70ddOl","9bQAdJyfJ3kqSr70ddOl","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:55:15.304Z",1756479315304,885.5,"14:45","{""elapsedSeconds"":885.5,""readable"":""14:45"",""minutes"":14,""seconds"":45}","g2t6",,,,false,"g2t7","2.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9cH67UyhlQM0RelhW4jn","9cH67UyhlQM0RelhW4jn","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:42:39.810Z",1756478559810,130,"2:09","{""elapsedSeconds"":130,""readable"":""2:09"",""minutes"":2,""seconds"":9}","g1t2",,,,false,"g1t3","13.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9fYMz9XSMivg81vLXQMB","9fYMz9XSMivg81vLXQMB","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:50:43.061Z",1756479043061,613.2,"10:13","{""elapsedSeconds"":613.2,""readable"":""10:13"",""minutes"":10,""seconds"":13}",,"g3t36","g3t37",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9h5PT4oyFIjJuq6T8O6g","9h5PT4oyFIjJuq6T8O6g","3JNmRl43SrpAGSlPV49M","task_time","2025-08-29T14:59:12.318Z",1756479552318,1122.5,"18:42","{""elapsedSeconds"":1122.5,""readable"":""18:42"",""minutes"":18,""seconds"":42}","g2t22",,,,false,"g2t23","4.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9iAN5VC56OGdJOHZ4EhG","9iAN5VC56OGdJOHZ4EhG","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:45:43.690Z",1756478743690,313.8,"5:13","{""elapsedSeconds"":313.8,""readable"":""5:13"",""minutes"":5,""seconds"":13}","g3t13",,,,,,,1,100,"TyPe ThIs","TyPe ThIs",2,2,"{""materials"":4,""research"":21,""engagement"":24,""bonus"":0}",21.515500000000003,4.9155,"{""totalTasksCompleted"":32,""currentGameTime"":223,""switchesBeforeCompletion"":15,""bonusPromptsEarned"":32,""timeRemaining"":497}","6.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9rgpkIZS8ak6T9E91nM3","9rgpkIZS8ak6T9E91nM3","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:58:12.465Z",1756479492465,1062.6,"17:42","{""elapsedSeconds"":1062.6,""readable"":""17:42"",""minutes"":17,""seconds"":42}","g2t18",,,,,,,1,100,7.9,7.9,2,2,"{""materials"":35,""research"":4,""engagement"":29,""bonus"":0}",83.051,27.051000000000005,"{""totalTasksCompleted"":36,""currentGameTime"":242,""switchesBeforeCompletion"":21,""bonusPromptsEarned"":36,""timeRemaining"":478}","22.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9tGedDk86XKHBlwgNduG","9tGedDk86XKHBlwgNduG","3JNmRl43SrpAGSlPV49M","ai_task_help","2025-08-29T14:53:47.104Z",1756479227104,797.3,"13:17","{""elapsedSeconds"":797.3,""readable"":""13:17"",""minutes"":13,""seconds"":17}",,,,,,,,,,,,,,,,,,,"c","o","u","n","t","i","g1t28",,,,"n","g",,,,,,,,,,,,,,,,,,,
"events/9xlicx2BeU0cGYHBz8Jq","9xlicx2BeU0cGYHBz8Jq","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:54:47.685Z",1756479287685,857.8,"14:17","{""elapsedSeconds"":857.8,""readable"":""14:17"",""minutes"":14,""seconds"":17}",,"g1t1","g1t2",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/9zBXU2BMllVLCgUQ3zXr","9zBXU2BMllVLCgUQ3zXr","3JNmRl43SrpAGSlPV49M","page_switch","2025-08-29T14:47:51.953Z",1756478871953,442.1,"7:22","{""elapsedSeconds"":442.1,""readable"":""7:22"",""minutes"":7,""seconds"":22}",,"g2t23","g2t24",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/A5CU4HmVgEpHn2BOQmBj","A5CU4HmVgEpHn2BOQmBj","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:44:49.451Z",1756478689451,259.6,"4:19","{""elapsedSeconds"":259.6,""readable"":""4:19"",""minutes"":4,""seconds"":19}","g3t9",,,,,,,1,100,"almost done","almost done",2,2,"{""materials"":2,""research"":19,""engagement"":17,""bonus"":0}",9.401299999999999,1.7012999999999998,"{""totalTasksCompleted"":23,""currentGameTime"":168,""switchesBeforeCompletion"":10,""bonusPromptsEarned"":23,""timeRemaining"":552}","12.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/A64jHo2Adswm9t14ah0l","A64jHo2Adswm9t14ah0l","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:51:59.412Z",1756479119412,689.6,"11:29","{""elapsedSeconds"":689.6,""readable"":""11:29"",""minutes"":11,""seconds"":29}","g2t41",,,,,,,1,0,3.97,6.28,0,0,"{""materials"":76,""research"":21,""engagement"":85,""bonus"":0}",1541.8223500000006,1226.4223500000005,"{""totalTasksCompleted"":105,""currentGameTime"":598,""switchesBeforeCompletion"":26,""bonusPromptsEarned"":105,""timeRemaining"":122}","6.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"events/A6Wnhli52x8s5cHJVsJS","A6Wnhli52x8s5cHJVsJS","3JNmRl43SrpAGSlPV49M","ai_task_help","2025-08-29T14:52:14.052Z",1756479134052,704.2,"11:44","{""elapsedSeconds"":704.2,""readable"":""11:44"",""minutes"":11,""seconds"":44}",,,,,,,,,,,,,,,,,,,"s","l","i","d","e","r","g2t46",,,,,,,,,,,,,,,,,,,,,,,,
"events/ABWBYnRrxvDrcMTXA4pq","ABWBYnRrxvDrcMTXA4pq","3JNmRl43SrpAGSlPV49M","task_complete","2025-08-29T14:46:42.514Z",1756478802514,372.7,"6:12","{""elapsedSeconds"":372.7,""readable"":""6:12"",""minutes"":6,""seconds"":12}","g2t8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
